VARIABLES = "x","y","omega_nondim","k_nondim"
ZONE T="CFL3D, x=29.2468"
 2.924683380E+01 1.951412439E+00 4.771854378E-07 3.515396196E-09
 2.924683380E+01 1.983787656E+00 4.771830504E-07 3.515359337E-09
 2.924683380E+01 2.017257452E+00 4.771806061E-07 3.515322922E-09
 2.924683380E+01 2.051859379E+00 4.771782187E-07 3.515286950E-09
 2.924683380E+01 2.087631702E+00 4.771758881E-07 3.515251423E-09
 2.924683380E+01 2.124613762E+00 4.771735007E-07 3.515216118E-09
 2.924683380E+01 2.162847519E+00 4.771711701E-07 3.515181257E-09
 2.924683571E+01 2.202374935E+00 4.771688396E-07 3.515146840E-09
 2.924683571E+01 2.243240118E+00 4.771665090E-07 3.515112867E-09
 2.924683571E+01 2.285488605E+00 4.771641784E-07 3.515079117E-09
 2.924683571E+01 2.329167604E+00 4.771619047E-07 3.515045810E-09
 2.924683571E+01 2.374325275E+00 4.771595741E-07 3.515012725E-09
 2.924683571E+01 2.421012402E+00 4.771573003E-07 3.514980307E-09
 2.924683571E+01 2.469280958E+00 4.771550266E-07 3.514947888E-09
 2.924683571E+01 2.519184351E+00 4.771527529E-07 3.514915914E-09
 2.924683571E+01 2.570778847E+00 4.771504791E-07 3.514884384E-09
 2.924683571E+01 2.624121666E+00 4.771482054E-07 3.514852853E-09
 2.924683762E+01 2.679272413E+00 4.771459317E-07 3.514821545E-09
 2.924683762E+01 2.736292362E+00 4.771436579E-07 3.514790681E-09
 2.924683762E+01 2.795245886E+00 4.771413842E-07 3.514760261E-09
 2.924683762E+01 2.856198311E+00 4.771391104E-07 3.514729841E-09
 2.924683762E+01 2.919217825E+00 4.771368367E-07 3.514699642E-09
 2.924683762E+01 2.984375238E+00 4.771345630E-07 3.514669666E-09
 2.924683762E+01 3.051743031E+00 4.771322324E-07 3.514639912E-09
 2.924683762E+01 3.121397018E+00 4.771299018E-07 3.514610158E-09
 2.924683952E+01 3.193414927E+00 4.771275712E-07 3.514580627E-09
 2.924683952E+01 3.267877340E+00 4.771252975E-07 3.514551095E-09
 2.924683952E+01 3.344867945E+00 4.771229101E-07 3.514522007E-09
 2.924683952E+01 3.424473286E+00 4.771205795E-07 3.514492919E-09
 2.924683952E+01 3.506781816E+00 4.771181921E-07 3.514463609E-09
 2.924683952E+01 3.591886997E+00 4.771158046E-07 3.514434521E-09
 2.924684143E+01 3.679883957E+00 4.771133604E-07 3.514405433E-09
 2.924684143E+01 3.770871401E+00 4.771109161E-07 3.514376345E-09
 2.924684143E+01 3.864952087E+00 4.771084718E-07 3.514347480E-09
 2.924684143E+01 3.962231159E+00 4.771059707E-07 3.514318392E-09
 2.924684143E+01 4.062819004E+00 4.771034696E-07 3.514289304E-09
 2.924684334E+01 4.166828156E+00 4.771008548E-07 3.514259994E-09
 2.924684334E+01 4.274375916E+00 4.770982969E-07 3.514230684E-09
 2.924684334E+01 4.385583878E+00 4.770956821E-07 3.514201152E-09
 2.924684334E+01 4.500577450E+00 4.770930104E-07 3.514171620E-09
 2.924684525E+01 4.619486809E+00 4.770902819E-07 3.514141644E-09
 2.924684525E+01 4.742445469E+00 4.770874966E-07 3.514111668E-09
 2.924684525E+01 4.869592667E+00 4.770847681E-07 3.514081692E-09
 2.924684525E+01 5.001072884E+00 4.770819260E-07 3.514051272E-09
 2.924684715E+01 5.137034893E+00 4.770790270E-07 3.514020408E-09
 2.924684715E+01 5.277632236E+00 4.770760711E-07 3.513989322E-09
 2.924684715E+01 5.423024654E+00 4.770730584E-07 3.513958013E-09
 2.924684715E+01 5.573377132E+00 4.770700457E-07 3.513926483E-09
 2.924684906E+01 5.728860378E+00 4.770669193E-07 3.513894065E-09
 2.924684906E+01 5.889651299E+00 4.770637361E-07 3.513861646E-09
 2.924684906E+01 6.055932522E+00 4.770604960E-07 3.513828783E-09
 2.924685097E+01 6.227894306E+00 4.770571422E-07 3.513795255E-09
 2.924685097E+01 6.405731678E+00 4.770537885E-07 3.513761282E-09
 2.924685097E+01 6.589647770E+00 4.770503210E-07 3.513726643E-09
 2.924685287E+01 6.779852867E+00 4.770467399E-07 3.513691338E-09
 2.924685287E+01 6.976564407E+00 4.770431588E-07 3.513655811E-09
 2.924685287E+01 7.180006981E+00 4.770394639E-07 3.513619395E-09
 2.924685478E+01 7.390414238E+00 4.770356554E-07 3.513582092E-09
 2.924685478E+01 7.608026981E+00 4.770317901E-07 3.513544344E-09
 2.924685669E+01 7.833095074E+00 4.770278110E-07 3.513505709E-09
 2.924685669E+01 8.065877914E+00 4.770237751E-07 3.513466407E-09
 2.924685669E+01 8.306641579E+00 4.770196256E-07 3.513426439E-09
 2.924685860E+01 8.555665016E+00 4.770153623E-07 3.513385138E-09
 2.924685860E+01 8.813235283E+00 4.770109854E-07 3.513343394E-09
 2.924686050E+01 9.079649925E+00 4.770064947E-07 3.513300539E-09
 2.924686050E+01 9.355215073E+00 4.770019473E-07 3.513256797E-09
 2.924686241E+01 9.640253067E+00 4.769972861E-07 3.513212166E-09
 2.924686241E+01 9.935091972E+00 4.769925113E-07 3.513166424E-09
 2.924686432E+01 1.024007607E+01 4.769875659E-07 3.513119573E-09
 2.924686432E+01 1.055555820E+01 4.769825637E-07 3.513071833E-09
 2.924686623E+01 1.088190651E+01 4.769773909E-07 3.513022984E-09
 2.924686623E+01 1.121950340E+01 4.769721613E-07 3.512973024E-09
 2.924686813E+01 1.156874180E+01 4.769667612E-07 3.512921731E-09
 2.924686813E+01 1.193003178E+01 4.769612474E-07 3.512869551E-09
 2.924687004E+01 1.230379677E+01 4.769555630E-07 3.512816260E-09
 2.924687004E+01 1.269047642E+01 4.769498219E-07 3.512761859E-09
 2.924687195E+01 1.309052658E+01 4.769439101E-07 3.512705904E-09
 2.924687195E+01 1.350441933E+01 4.769378847E-07 3.512649061E-09
 2.924687386E+01 1.393264294E+01 4.769317457E-07 3.512590885E-09
 2.924687576E+01 1.437570858E+01 4.769254360E-07 3.512531599E-09
 2.924687576E+01 1.483413982E+01 4.769190127E-07 3.512471203E-09
 2.924687767E+01 1.530848598E+01 4.769124757E-07 3.512409474E-09
 2.924687767E+01 1.579931355E+01 4.769058251E-07 3.512346414E-09
 2.924687958E+01 1.630721092E+01 4.768990038E-07 3.512282243E-09
 2.924688148E+01 1.683278847E+01 4.768920121E-07 3.512216740E-09
 2.924688148E+01 1.737668228E+01 4.768849635E-07 3.512150348E-09
 2.924688339E+01 1.793955040E+01 4.768777444E-07 3.512082625E-09
 2.924688530E+01 1.852207756E+01 4.768704116E-07 3.512013569E-09
 2.924688530E+01 1.912497330E+01 4.768629651E-07 3.511943625E-09
 2.924688721E+01 1.974898148E+01 4.768554049E-07 3.511872348E-09
 2.924688721E+01 2.039486694E+01 4.768477311E-07 3.511800184E-09
 2.924688911E+01 2.106342888E+01 4.768398867E-07 3.511726687E-09
 2.924689102E+01 2.175550270E+01 4.768319855E-07 3.511652302E-09
 2.924689102E+01 2.247195435E+01 4.768239705E-07 3.511577029E-09
 2.924689293E+01 2.321368217E+01 4.768158135E-07 3.511500646E-09
 2.924689484E+01 2.398162651E+01 4.768075996E-07 3.511423374E-09
 2.924689484E+01 2.477676964E+01 4.767992721E-07 3.511345437E-09
 2.924689674E+01 2.560013199E+01 4.767908592E-07 3.511266389E-09
 2.924689865E+01 2.645277977E+01 4.767823896E-07 3.511186675E-09
 2.924689865E+01 2.733582878E+01 4.767738346E-07 3.511106295E-09
 2.924690056E+01 2.825044060E+01 4.767651660E-07 3.511025248E-09
 2.924690056E+01 2.919783592E+01 4.767564690E-07 3.510943758E-09
 2.924690247E+01 3.017928505E+01 4.767477151E-07 3.510861601E-09
 2.924690437E+01 3.119612694E+01 4.767389328E-07 3.510779223E-09
 2.924690437E+01 3.224975967E+01 4.767300936E-07 3.510696400E-09
 2.924690628E+01 3.334165573E+01 4.767212261E-07 3.510613134E-09
 2.924690628E+01 3.447335434E+01 4.767123585E-07 3.510529867E-09
 2.924690628E+01 3.564648056E+01 4.767034625E-07 3.510446600E-09
 2.924690819E+01 3.686274338E+01 4.766945665E-07 3.510363333E-09
 2.924690819E+01 3.812394714E+01 4.766856989E-07 3.510280289E-09
 2.924690819E+01 3.943199921E+01 4.766768598E-07 3.510197244E-09
 2.924691010E+01 4.078890228E+01 4.766680206E-07 3.510114643E-09
 2.924691010E+01 4.219678879E+01 4.766592383E-07 3.510032487E-09
 2.924691010E+01 4.365792465E+01 4.766505413E-07 3.509950774E-09
 2.924691010E+01 4.517469406E+01 4.766419011E-07 3.509869950E-09
 2.924691010E+01 4.674965286E+01 4.766333745E-07 3.509790014E-09
 2.924691010E+01 4.838551331E+01 4.766249333E-07 3.509710966E-09
 2.924690819E+01 5.008517838E+01 4.766166057E-07 3.509633029E-09
 2.924690819E+01 5.185173416E+01 4.766084203E-07 3.509556423E-09
 2.924690628E+01 5.368849564E+01 4.766003769E-07 3.509481150E-09
 2.924690628E+01 5.559900665E+01 4.765925326E-07 3.509407653E-09
 2.924690437E+01 5.758708191E+01 4.765848587E-07 3.509335711E-09
 2.924690247E+01 5.965679169E+01 4.765773554E-07 3.509265767E-09
 2.924689865E+01 6.181252670E+01 4.765701362E-07 3.509198043E-09
 2.924689674E+01 6.405897522E+01 4.765631729E-07 3.509132762E-09
 2.924689293E+01 6.640118408E+01 4.765564654E-07 3.509070146E-09
 2.924688721E+01 6.884449768E+01 4.765500989E-07 3.509010638E-09
 2.924688339E+01 7.139461517E+01 4.765440735E-07 3.508954238E-09
 2.924687767E+01 7.405745697E+01 4.765384460E-07 3.508901392E-09
 2.924687004E+01 7.683917236E+01 4.765332449E-07 3.508852764E-09
 2.924686432E+01 7.974582672E+01 4.765284984E-07 3.508808355E-09
 2.924685478E+01 8.278316498E+01 4.765243204E-07 3.508769275E-09
 2.924684715E+01 8.595601654E+01 4.765207109E-07 3.508735302E-09
 2.924683952E+01 8.926735687E+01 4.765177550E-07 3.508707769E-09
 2.924683189E+01 9.271705627E+01 4.765155666E-07 3.508687341E-09
 2.924682617E+01 9.629940033E+01 4.765141739E-07 3.508674018E-09
 2.924682617E+01 1.000000000E+02 0.000000000E+00 0.000000000E+00
ZONE T="FUN3D, x=29.247"
 2.924682617E+01 0.000000000E+00 3.564547114E-06 8.934250218E-04
 2.924682617E+01 3.411123063E-03 3.564761073E-06 8.935294463E-04
 2.924682617E+01 7.194691803E-03 3.565497991E-06 8.938893443E-04
 2.924682617E+01 1.127146557E-02 3.566879059E-06 8.945639711E-04
 2.924682617E+01 1.557622477E-02 3.568995680E-06 8.955982630E-04
 2.924682617E+01 2.005936019E-02 3.571913339E-06 8.970251656E-04
 2.924682617E+01 2.468227409E-02 3.575677511E-06 8.988678455E-04
 2.924682617E+01 2.941692434E-02 3.580317752E-06 9.011423681E-04
 2.924682617E+01 3.424183652E-02 3.585851800E-06 9.038590360E-04
 2.924682617E+01 3.914155811E-02 3.592288067E-06 9.070245433E-04
 2.924682617E+01 4.410411417E-02 3.599627917E-06 9.106420912E-04
 2.924682617E+01 4.912070185E-02 3.607866574E-06 9.147125529E-04
 2.924682617E+01 5.418433249E-02 3.616994718E-06 9.192345315E-04
 2.924682617E+01 5.928977951E-02 3.626998250E-06 9.242050583E-04
 2.924682617E+01 6.443272531E-02 3.637859209E-06 9.296194767E-04
 2.924682617E+01 6.960977614E-02 3.649556675E-06 9.354716749E-04
 2.924682617E+01 7.481803745E-02 3.662066092E-06 9.417541442E-04
 2.924682617E+01 8.005516976E-02 3.675360176E-06 9.484583279E-04
 2.924682617E+01 8.531908691E-02 3.689409596E-06 9.555745055E-04
 2.924682617E+01 9.060800821E-02 3.704181609E-06 9.630917339E-04
 2.924682617E+01 9.592031687E-02 3.719642564E-06 9.709981969E-04
 2.924682617E+01 1.012546197E-01 3.735756309E-06 9.792813798E-04
 2.924682617E+01 1.066095978E-01 3.752485554E-06 9.879277786E-04
 2.924682617E+01 1.119840965E-01 3.769792102E-06 9.969231905E-04
 2.924682617E+01 1.173770055E-01 3.787635933E-06 1.006253064E-03
 2.924682617E+01 1.227873415E-01 3.805977258E-06 1.015902031E-03
 2.924682617E+01 1.282141656E-01 3.824775376E-06 1.025854261E-03
 2.924682617E+01 1.336566061E-01 3.843988907E-06 1.036094036E-03
 2.924682617E+01 1.391138583E-01 3.863577604E-06 1.046604710E-03
 2.924682617E+01 1.445851475E-01 3.883500540E-06 1.057369984E-03
 2.924682617E+01 1.500697285E-01 3.903716788E-06 1.068372978E-03
 2.924682617E+01 1.555669606E-01 3.924186785E-06 1.079597045E-03
 2.924682617E+01 1.610761583E-01 3.944870514E-06 1.091025071E-03
 2.924682617E+01 1.665967256E-01 3.965729320E-06 1.102640294E-03
 2.924682617E+01 1.721280813E-01 3.986724550E-06 1.114425366E-03
 2.924682617E+01 1.776696742E-01 4.007818916E-06 1.126363757E-03
 2.924682617E+01 1.832209527E-01 4.028976491E-06 1.138438820E-03
 2.924682617E+01 1.887814403E-01 4.050163170E-06 1.150634605E-03
 2.924682617E+01 1.943506300E-01 4.071344847E-06 1.162934932E-03
 2.924682617E+01 1.999280900E-01 4.092490144E-06 1.175324316E-03
 2.924682617E+01 2.055133283E-01 4.113568139E-06 1.187787275E-03
 2.924682617E+01 2.111059576E-01 4.134548817E-06 1.200308907E-03
 2.924682617E+01 2.167055905E-01 4.155403985E-06 1.212874311E-03
 2.924682617E+01 2.223117799E-01 4.176106358E-06 1.225469285E-03
 2.924682617E+01 2.279241830E-01 4.196630925E-06 1.238079742E-03
 2.924682617E+01 2.335424274E-01 4.216952675E-06 1.250692178E-03
 2.924682617E+01 2.391662002E-01 4.237048415E-06 1.263293205E-03
 2.924682617E+01 2.447951138E-01 4.256896318E-06 1.275870251E-03
 2.924682617E+01 2.504288852E-01 4.276475920E-06 1.288410742E-03
 2.924682617E+01 2.560672164E-01 4.295767667E-06 1.300902804E-03
 2.924682617E+01 2.617097497E-01 4.314753369E-06 1.313334680E-03
 2.924682617E+01 2.673562467E-01 4.333416200E-06 1.325695310E-03
 2.924682808E+01 2.730064392E-01 4.351739335E-06 1.337973983E-03
 2.924682808E+01 2.786599994E-01 4.369708677E-06 1.350160106E-03
 2.924682808E+01 2.843166888E-01 4.387310128E-06 1.362244016E-03
 2.924682808E+01 2.899762690E-01 4.404530955E-06 1.374215819E-03
 2.924682808E+01 2.956385016E-01 4.421359336E-06 1.386066666E-03
 2.924682808E+01 3.013031185E-01 4.437784355E-06 1.397787477E-03
 2.924682808E+01 3.069699109E-01 4.453796009E-06 1.409369987E-03
 2.924682808E+01 3.126386404E-01 4.469385203E-06 1.420806162E-03
 2.924682808E+01 3.183091283E-01 4.484543751E-06 1.432088437E-03
 2.924682808E+01 3.239811063E-01 4.499263923E-06 1.443209359E-03
 2.924682808E+01 3.296544254E-01 4.513539352E-06 1.454162062E-03
 2.924682808E+01 3.353288770E-01 4.527363672E-06 1.464939909E-03
 2.924682808E+01 3.410042226E-01 4.540731879E-06 1.475536730E-03
 2.924682808E+01 3.466803133E-01 4.553639428E-06 1.485946588E-03
 2.924682808E+01 3.523569703E-01 4.566081770E-06 1.496163779E-03
 2.924682808E+01 3.580340445E-01 4.578056178E-06 1.506183180E-03
 2.924682808E+01 3.637112975E-01 4.589559012E-06 1.515999669E-03
 2.924682808E+01 3.693885803E-01 4.600588909E-06 1.525608590E-03
 2.924682808E+01 3.750658035E-01 4.611143595E-06 1.535005635E-03
 2.924682808E+01 3.807426989E-01 4.621221251E-06 1.544186729E-03
 2.924682808E+01 3.864191771E-01 4.630821877E-06 1.553147798E-03
 2.924682808E+01 3.920950890E-01 4.639944109E-06 1.561885583E-03
 2.924682808E+01 3.977702558E-01 4.648588856E-06 1.570396475E-03
 2.924682808E+01 4.034445286E-01 4.656755664E-06 1.578677562E-03
 2.924682808E+01 4.091178477E-01 4.664445441E-06 1.586726168E-03
 2.924682808E+01 4.147899747E-01 4.671659099E-06 1.594539382E-03
 2.924682808E+01 4.204608202E-01 4.678398000E-06 1.602114993E-03
 2.924682808E+01 4.261302650E-01 4.684663963E-06 1.609451021E-03
 2.924682808E+01 4.317981601E-01 4.690458809E-06 1.616545254E-03
 2.924682808E+01 4.374643862E-01 4.695784355E-06 1.623396180E-03
 2.924682808E+01 4.431288540E-01 4.700643331E-06 1.630002167E-03
 2.924682808E+01 4.487914145E-01 4.705038009E-06 1.636361936E-03
 2.924682808E+01 4.544518888E-01 4.708971574E-06 1.642474323E-03
 2.924682808E+01 4.601102769E-01 4.712446298E-06 1.648338279E-03
 2.924682808E+01 4.657664299E-01 4.715466275E-06 1.653953223E-03
 2.924682808E+01 4.714201987E-01 4.718034234E-06 1.659318339E-03
 2.924682808E+01 4.770715535E-01 4.720154266E-06 1.664433163E-03
 2.924682808E+01 4.827202857E-01 4.721829100E-06 1.669297460E-03
 2.924682808E+01 4.883664250E-01 4.723062830E-06 1.673911000E-03
 2.924682808E+01 4.940097332E-01 4.723859547E-06 1.678273897E-03
 2.924682808E+01 4.996501803E-01 4.724223345E-06 1.682386035E-03
 2.924682808E+01 5.052877665E-01 4.724157861E-06 1.686247881E-03
 2.924682808E+01 5.109221935E-01 4.723667189E-06 1.689859666E-03
 2.924682808E+01 5.165535212E-01 4.722755421E-06 1.693221973E-03
 2.924682808E+01 5.221816301E-01 4.721426649E-06 1.696335501E-03
 2.924682808E+01 5.278064013E-01 4.719685421E-06 1.699200715E-03
 2.924682808E+01 5.334277749E-01 4.717535376E-06 1.701818779E-03
 2.924682808E+01 5.390456915E-01 4.714981969E-06 1.704190508E-03
 2.924682808E+01 5.446600318E-01 4.712028385E-06 1.706316834E-03
 2.924682808E+01 5.502706766E-01 4.708680081E-06 1.708199154E-03
 2.924682808E+01 5.558776855E-01 4.704941603E-06 1.709838398E-03
 2.924682808E+01 5.614808202E-01 4.700817499E-06 1.711236197E-03
 2.924682808E+01 5.670800805E-01 4.696311862E-06 1.712393831E-03
 2.924682808E+01 5.726754069E-01 4.691430149E-06 1.713312813E-03
 2.924682808E+01 5.782667398E-01 4.686176908E-06 1.713994658E-03
 2.924682808E+01 5.838539600E-01 4.680557140E-06 1.714441110E-03
 2.924682808E+01 5.894370079E-01 4.674575393E-06 1.714653801E-03
 2.924682808E+01 5.950158238E-01 4.668236670E-06 1.714634593E-03
 2.924682808E+01 6.005902886E-01 4.661545518E-06 1.714385347E-03
 2.924682808E+01 6.061604023E-01 4.654506938E-06 1.713908045E-03
 2.924682808E+01 6.117261052E-01 4.647125024E-06 1.713204430E-03
 2.924682808E+01 6.172873378E-01 4.639405233E-06 1.712276833E-03
 2.924682808E+01 6.228439212E-01 4.631351203E-06 1.711127115E-03
 2.924682808E+01 6.283959150E-01 4.622968390E-06 1.709757606E-03
 2.924682808E+01 6.339432597E-01 4.614260888E-06 1.708170283E-03
 2.924682808E+01 6.394858360E-01 4.605233698E-06 1.706367591E-03
 2.924682808E+01 6.450235844E-01 4.595890914E-06 1.704351744E-03
 2.924682808E+01 6.505565047E-01 4.586237083E-06 1.702125068E-03
 2.924682808E+01 6.560845375E-01 4.576277206E-06 1.699689892E-03
 2.924682808E+01 6.616075039E-01 4.566015377E-06 1.697048661E-03
 2.924682808E+01 6.671254635E-01 4.555456144E-06 1.694203820E-03
 2.924682808E+01 6.726383567E-01 4.544604053E-06 1.691157813E-03
 2.924682808E+01 6.781460643E-01 4.533463652E-06 1.687913085E-03
 2.924682808E+01 6.836485863E-01 4.522039035E-06 1.684472430E-03
 2.924682808E+01 6.891458631E-01 4.510334293E-06 1.680838177E-03
 2.924682808E+01 6.946377754E-01 4.498354429E-06 1.677013002E-03
 2.924682808E+01 7.000490427E-01 4.486273156E-06 1.673055696E-03
 2.924682808E+01 7.053806782E-01 4.474102752E-06 1.668975689E-03
 2.924682808E+01 7.106338739E-01 4.461855951E-06 1.664781943E-03
 2.924682808E+01 7.158097029E-01 4.449544122E-06 1.660483074E-03
 2.924682808E+01 7.209092975E-01 4.437178177E-06 1.656087232E-03
 2.924682808E+01 7.259336114E-01 4.424768576E-06 1.651602332E-03
 2.924682808E+01 7.308837175E-01 4.412325325E-06 1.647035824E-03
 2.924682808E+01 7.357606888E-01 4.399857517E-06 1.642394927E-03
 2.924682808E+01 7.405655980E-01 4.387373792E-06 1.637686393E-03
 2.924682808E+01 7.452993393E-01 4.374882792E-06 1.632916741E-03
 2.924682808E+01 7.499630451E-01 4.362392247E-06 1.628092141E-03
 2.924682808E+01 7.545576096E-01 4.349909432E-06 1.623218530E-03
 2.924682808E+01 7.590839863E-01 4.337441624E-06 1.618301496E-03
 2.924682808E+01 7.635432482E-01 4.324995643E-06 1.613346394E-03
 2.924682808E+01 7.679362893E-01 4.312577403E-06 1.608358463E-03
 2.924682808E+01 7.722640038E-01 4.300193268E-06 1.603342476E-03
 2.924682808E+01 7.765273452E-01 4.287848242E-06 1.598302857E-03
 2.924682808E+01 7.807272077E-01 4.275547781E-06 1.593244262E-03
 2.924682808E+01 7.848646045E-01 4.263296432E-06 1.588170533E-03
 2.924682808E+01 7.889402509E-01 4.251099654E-06 1.583085977E-03
 2.924682999E+01 7.929551005E-01 4.238961537E-06 1.577993971E-03
 2.924682999E+01 7.969100475E-01 4.226885721E-06 1.572898240E-03
 2.924682999E+01 8.008058667E-01 4.214876299E-06 1.567802159E-03
 2.924682999E+01 8.046435118E-01 4.202936452E-06 1.562708756E-03
 2.924682999E+01 8.084237576E-01 4.191070275E-06 1.557621174E-03
 2.924682999E+01 8.121473789E-01 4.179280495E-06 1.552542206E-03
 2.924682999E+01 8.158152699E-01 4.167569841E-06 1.547474414E-03
 2.924682999E+01 8.194280863E-01 4.155941497E-06 1.542420592E-03
 2.924682999E+01 8.229868412E-01 4.144397280E-06 1.537382719E-03
 2.924682999E+01 8.264921308E-01 4.132939921E-06 1.532363356E-03
 2.924682999E+01 8.299447298E-01 4.121571692E-06 1.527364482E-03
 2.924682999E+01 8.333454132E-01 4.110294412E-06 1.522388076E-03
 2.924682999E+01 8.366950154E-01 4.099109901E-06 1.517436118E-03
 2.924682999E+01 8.399940729E-01 4.088019523E-06 1.512510353E-03
 2.924682999E+01 8.432435989E-01 4.077025551E-06 1.507612062E-03
 2.924682999E+01 8.464440107E-01 4.066128895E-06 1.502743224E-03
 2.924682999E+01 8.495962024E-01 4.055330464E-06 1.497905003E-03
 2.924682999E+01 8.527007103E-01 4.044632078E-06 1.493098913E-03
 2.924682999E+01 8.557584286E-01 4.034034646E-06 1.488326001E-03
 2.924682999E+01 8.587698936E-01 4.023538622E-06 1.483587548E-03
 2.924682999E+01 8.617358804E-01 4.013144917E-06 1.478884486E-03
 2.924682999E+01 8.646569252E-01 4.002854894E-06 1.474217977E-03
 2.924682999E+01 8.675336838E-01 3.992668553E-06 1.469588722E-03
 2.924682999E+01 8.703668714E-01 3.982586350E-06 1.464997767E-03
 2.924682999E+01 8.731570840E-01 3.972608738E-06 1.460445812E-03
 2.924682999E+01 8.759049177E-01 3.962736173E-06 1.455933671E-03
 2.924682999E+01 8.786110878E-01 3.952969109E-06 1.451461576E-03
 2.924682999E+01 8.812760115E-01 3.943307547E-06 1.447030576E-03
 2.924682999E+01 8.839004636E-01 3.933751486E-06 1.442640903E-03
 2.924682999E+01 8.864849806E-01 3.924300927E-06 1.438293257E-03
 2.924682999E+01 8.890300989E-01 3.914956324E-06 1.433987869E-03
 2.924682999E+01 8.915364146E-01 3.905717676E-06 1.429725322E-03
 2.924682999E+01 8.940044641E-01 3.896584076E-06 1.425505616E-03
 2.924682999E+01 8.964349031E-01 3.887555522E-06 1.421329333E-03
 2.924682999E+01 8.988281488E-01 3.878632469E-06 1.417196589E-03
 2.924682999E+01 9.011847973E-01 3.869814009E-06 1.413107617E-03
 2.924682999E+01 9.035054445E-01 3.861100140E-06 1.409062534E-03
 2.924682999E+01 9.057905078E-01 3.852490408E-06 1.405061572E-03
 2.924682999E+01 9.080405831E-01 3.843984359E-06 1.401104615E-03
 2.924682999E+01 9.102561474E-01 3.835581083E-06 1.397191896E-03
 2.924682999E+01 9.124376774E-01 3.827281489E-06 1.393323531E-03
 2.924682999E+01 9.145857692E-01 3.819083304E-06 1.389499288E-03
 2.924682999E+01 9.167007804E-01 3.810987437E-06 1.385719283E-03
 2.924682999E+01 9.187832475E-01 3.802992751E-06 1.381983515E-03
 2.924682999E+01 9.208336473E-01 3.795098564E-06 1.378291869E-03
 2.924682999E+01 9.228524566E-01 3.787304195E-06 1.374644227E-03
 2.924682999E+01 9.248401523E-01 3.779609415E-06 1.371040475E-03
 2.924682999E+01 9.267970920E-01 3.772013315E-06 1.367480494E-03
 2.924682999E+01 9.287239313E-01 3.764514986E-06 1.363963936E-03
 2.924682999E+01 9.306208491E-01 3.757114428E-06 1.360491151E-03
 2.924682999E+01 9.324885011E-01 3.749809821E-06 1.357061323E-03
 2.924682999E+01 9.343271852E-01 3.742601393E-06 1.353674685E-03
 2.924682999E+01 9.361373782E-01 3.735487780E-06 1.350330771E-03
 2.924682999E+01 9.379194975E-01 3.728468528E-06 1.347029465E-03
 2.924682999E+01 9.396739602E-01 3.721542953E-06 1.343770535E-03
 2.924682999E+01 9.414011240E-01 3.714709919E-06 1.340553630E-03
 2.924682999E+01 9.431014657E-01 3.707968744E-06 1.337378635E-03
 2.924682999E+01 9.447753429E-01 3.701318747E-06 1.334244967E-03
 2.924682999E+01 9.464231133E-01 3.694759016E-06 1.331152744E-03
 2.924682999E+01 9.480452538E-01 3.688288643E-06 1.328101265E-03
 2.924682999E+01 9.496420026E-01 3.681906946E-06 1.325090532E-03
 2.924682999E+01 9.512139559E-01 3.675612788E-06 1.322119962E-03
 2.924682999E+01 9.527612329E-01 3.669405714E-06 1.319189556E-03
 2.924682999E+01 9.542842507E-01 3.663284815E-06 1.316298731E-03
 2.924682999E+01 9.557834864E-01 3.657248726E-06 1.313447254E-03
 2.924682999E+01 9.572591782E-01 3.651297448E-06 1.310634776E-03
 2.924682999E+01 9.587117434E-01 3.645429160E-06 1.307860832E-03
 2.924682999E+01 9.601414800E-01 3.639643865E-06 1.305125304E-03
 2.924682999E+01 9.615487456E-01 3.633940196E-06 1.302427612E-03
 2.924682999E+01 9.629338980E-01 3.628317245E-06 1.299767522E-03
 2.924682999E+01 9.642971754E-01 3.622774329E-06 1.297144685E-03
 2.924682999E+01 9.656389952E-01 3.617310767E-06 1.294558751E-03
 2.924682999E+01 9.669596553E-01 3.611925194E-06 1.292009139E-03
 2.924682999E+01 9.682593942E-01 3.606617383E-06 1.289495849E-03
 2.924682999E+01 9.695386291E-01 3.601385743E-06 1.287018182E-03
 2.924682999E+01 9.707975984E-01 3.596230044E-06 1.284576021E-03
 2.924682999E+01 9.720366001E-01 3.591148925E-06 1.282168785E-03
 2.924682999E+01 9.732559919E-01 3.586141929E-06 1.279796241E-03
 2.924682999E+01 9.744559526E-01 3.581208148E-06 1.277458039E-03
 2.924682999E+01 9.756368399E-01 3.576346671E-06 1.275153598E-03
 2.924682999E+01 9.767989516E-01 3.571556817E-06 1.272882917E-03
 2.924682999E+01 9.779425263E-01 3.566837449E-06 1.270645298E-03
 2.924682999E+01 9.790679216E-01 3.562187658E-06 1.268440392E-03
 2.924682999E+01 9.801752567E-01 3.557606988E-06 1.266267966E-03
 2.924682999E+01 9.812649488E-01 3.553094302E-06 1.264127670E-03
 2.924682999E+01 9.823371768E-01 3.548648920E-06 1.262018923E-03
 2.924682999E+01 9.833921790E-01 3.544270157E-06 1.259941608E-03
 2.924682999E+01 9.844302535E-01 3.539957106E-06 1.257895259E-03
 2.924682999E+01 9.854517579E-01 3.535708402E-06 1.255879295E-03
 2.924682999E+01 9.864567518E-01 3.531524499E-06 1.253893832E-03
 2.924682999E+01 9.874455929E-01 3.527403123E-06 1.251937938E-03
