VARIABLES = "x","y-y0","u"
 7.500000000E-01 2.823803425E-01 1.045043468E+00
 7.500000000E-01 2.881332934E-01 1.043867230E+00
 7.500000000E-01 2.940034270E-01 1.042711735E+00
 7.500000000E-01 2.999931276E-01 1.041577101E+00
 7.500000000E-01 3.061048985E-01 1.040463209E+00
 7.500000000E-01 3.123411536E-01 1.039370179E+00
 7.500000000E-01 3.187044859E-01 1.038298130E+00
 7.500000000E-01 3.251974285E-01 1.037246823E+00
 7.500000000E-01 3.318226933E-01 1.036216259E+00
 7.500000000E-01 3.385829031E-01 1.035206318E+00
 7.500000000E-01 3.454808295E-01 1.034217119E+00
 7.500000000E-01 3.525193036E-01 1.033248305E+00
 7.500000000E-01 3.597011864E-01 1.032299995E+00
 7.500000000E-01 3.670293689E-01 1.031372070E+00
 7.500000000E-01 3.745068610E-01 1.030464172E+00
 7.500000000E-01 3.821366727E-01 1.029576421E+00
 7.500000000E-01 3.899219334E-01 1.028708458E+00
 7.500000000E-01 3.978658020E-01 1.027860284E+00
 7.500000000E-01 4.059715271E-01 1.027031660E+00
 7.500000000E-01 4.142423570E-01 1.026222229E+00
 7.500000000E-01 4.226817191E-01 1.025432110E+00
 7.500000000E-01 4.312930107E-01 1.024660826E+00
 7.500000000E-01 4.400797188E-01 1.023908257E+00
 7.500000000E-01 4.490454495E-01 1.023174286E+00
 7.500000000E-01 4.581938386E-01 1.022458553E+00
 7.500000000E-01 4.675286412E-01 1.021760702E+00
 7.500000000E-01 4.770535827E-01 1.021080732E+00
 7.500000000E-01 4.867725968E-01 1.020418167E+00
 7.500000000E-01 4.966895580E-01 1.019772887E+00
 7.500000000E-01 5.068086386E-01 1.019144535E+00
 7.500000000E-01 5.171338320E-01 1.018532872E+00
 7.500000000E-01 5.276693702E-01 1.017937779E+00
 7.500000000E-01 5.384196043E-01 1.017358661E+00
 7.500000000E-01 5.493887663E-01 1.016795516E+00
 7.500000000E-01 5.605814457E-01 1.016247869E+00
 7.500000000E-01 5.720021725E-01 1.015715480E+00
 7.500000000E-01 5.836555958E-01 1.015198231E+00
 7.500000000E-01 5.955463648E-01 1.014695525E+00
 7.500000000E-01 6.076794267E-01 1.014207244E+00
 7.500000000E-01 6.200596690E-01 1.013733029E+00
 7.500000000E-01 6.326921582E-01 1.013272643E+00
 7.500000000E-01 6.455819607E-01 1.012825727E+00
 7.500000000E-01 6.587343812E-01 1.012392163E+00
 7.500000000E-01 6.721547842E-01 1.011971474E+00
 7.500000000E-01 6.858485341E-01 1.011563420E+00
 7.500000000E-01 6.998213530E-01 1.011167526E+00
 7.500000000E-01 7.140787840E-01 1.010783792E+00
 7.500000000E-01 7.286266685E-01 1.010411978E+00
 7.500000000E-01 7.434709668E-01 1.010051370E+00
 7.500000000E-01 7.586176991E-01 1.009702206E+00
 7.500000000E-01 7.740730047E-01 1.009363770E+00
 7.500000000E-01 7.898432016E-01 1.009036064E+00
 7.500000000E-01 8.059346080E-01 1.008718729E+00
 7.500000000E-01 8.223538995E-01 1.008411527E+00
 7.500000000E-01 8.391076922E-01 1.008113980E+00
 7.500000000E-01 8.562028408E-01 1.007826209E+00
 7.500000000E-01 8.736462593E-01 1.007547617E+00
 7.500000000E-01 8.914450407E-01 1.007278085E+00
 7.500000000E-01 9.096063972E-01 1.007017374E+00
 7.500000000E-01 9.281377792E-01 1.006765366E+00
 7.500000000E-01 9.470467567E-01 1.006521583E+00
 7.500000000E-01 9.663408399E-01 1.006285787E+00
 7.500000000E-01 9.860281348E-01 1.006057978E+00
 7.500000000E-01 1.006116509E+00 1.005837679E+00
 7.500000000E-01 1.026614070E+00 1.005624890E+00
 7.500000000E-01 1.047529340E+00 1.005419254E+00
 7.500000000E-01 1.068870544E+00 1.005220532E+00
 7.500000000E-01 1.090646625E+00 1.005028605E+00
 7.500000000E-01 1.112866402E+00 1.004843235E+00
 7.500000000E-01 1.135538816E+00 1.004664302E+00
 7.500000000E-01 1.158673048E+00 1.004491448E+00
 7.500000000E-01 1.182278752E+00 1.004324555E+00
 7.500000000E-01 1.206365228E+00 1.004163504E+00
 7.500000000E-01 1.230942488E+00 1.004008174E+00
 7.500000000E-01 1.256020427E+00 1.003858089E+00
 7.500000000E-01 1.281609297E+00 1.003713369E+00
 7.500000000E-01 1.307719469E+00 1.003573656E+00
 7.500000000E-01 1.334361672E+00 1.003438950E+00
 7.500000000E-01 1.361546636E+00 1.003309011E+00
 7.500000000E-01 1.389285326E+00 1.003183603E+00
 7.500000000E-01 1.417589188E+00 1.003062725E+00
 7.500000000E-01 1.446469784E+00 1.002946258E+00
 7.500000000E-01 1.475938678E+00 1.002833843E+00
 7.500000000E-01 1.506007910E+00 1.002725482E+00
 7.500000000E-01 1.536689758E+00 1.002621174E+00
 7.500000000E-01 1.567996740E+00 1.002520561E+00
 7.500000000E-01 1.599941492E+00 1.002423644E+00
 7.500000000E-01 1.632537007E+00 1.002330065E+00
 7.500000000E-01 1.665796638E+00 1.002240062E+00
 7.500000000E-01 1.699733853E+00 1.002153397E+00
 7.500000000E-01 1.734362483E+00 1.002069950E+00
 7.500000000E-01 1.769696712E+00 1.001989484E+00
 7.500000000E-01 1.805750608E+00 1.001912117E+00
 7.500000000E-01 1.842539191E+00 1.001837492E+00
 7.500000000E-01 1.880077124E+00 1.001765609E+00
 7.500000000E-01 1.918379903E+00 1.001696587E+00
 7.500000000E-01 1.957463026E+00 1.001630068E+00
 7.500000000E-01 1.997342348E+00 1.001566172E+00
 7.500000000E-01 2.038034201E+00 1.001504660E+00
 7.500000000E-01 2.079555035E+00 1.001445413E+00
 7.500000000E-01 2.121921778E+00 1.001388431E+00
 7.500000000E-01 2.165151596E+00 1.001333714E+00
 7.500000000E-01 2.209262133E+00 1.001281023E+00
 7.500000000E-01 2.254271507E+00 1.001230478E+00
 7.500000000E-01 2.300197601E+00 1.001181722E+00
 7.500000000E-01 2.347059488E+00 1.001134992E+00
 7.500000000E-01 2.394876242E+00 1.001090169E+00
 7.500000000E-01 2.443666935E+00 1.001047134E+00
 7.500000000E-01 2.493451595E+00 1.001005769E+00
 7.500000000E-01 2.544250727E+00 1.000966072E+00
 7.500000000E-01 2.596084595E+00 1.000927925E+00
 7.500000000E-01 2.648974657E+00 1.000891447E+00
 7.500000000E-01 2.702942133E+00 1.000856400E+00
 7.500000000E-01 2.758009195E+00 1.000822902E+00
 7.500000000E-01 2.814198017E+00 1.000790834E+00
 7.500000000E-01 2.871531487E+00 1.000760078E+00
 7.500000000E-01 2.930033207E+00 1.000730634E+00
 7.500000000E-01 2.989726782E+00 1.000702620E+00
 7.500000000E-01 3.050636292E+00 1.000675797E+00
 7.500000000E-01 3.112786770E+00 1.000650167E+00
 7.500000000E-01 3.176203728E+00 1.000625730E+00
 7.500000000E-01 3.240912437E+00 1.000602603E+00
 7.500000000E-01 3.306939363E+00 1.000580430E+00
 7.500000000E-01 3.374311686E+00 1.000559449E+00
 7.500000000E-01 3.443056345E+00 1.000539660E+00
 7.500000000E-01 3.513201714E+00 1.000520825E+00
 7.500000000E-01 3.584775925E+00 1.000503063E+00
 7.500000000E-01 3.657808542E+00 1.000486374E+00
 7.500000000E-01 3.732329130E+00 1.000470638E+00
 7.500000000E-01 3.808367729E+00 1.000455976E+00
 7.500000000E-01 3.885955572E+00 1.000442266E+00
 7.500000000E-01 3.965123892E+00 1.000429630E+00
 7.500000000E-01 4.045905113E+00 1.000417948E+00
 7.500000000E-01 4.128332138E+00 1.000407338E+00
 7.500000000E-01 4.212438583E+00 1.000397563E+00
 7.500000000E-01 4.298258781E+00 1.000388980E+00
 7.500000000E-01 4.385827065E+00 1.000381351E+00
 7.500000000E-01 4.475179195E+00 1.000374913E+00
 7.500000000E-01 4.566351891E+00 1.000369430E+00
 7.500000000E-01 4.659382343E+00 1.000365019E+00
 7.500000000E-01 4.754307747E+00 1.000361919E+00
 7.500000000E-01 4.851167202E+00 1.000360012E+00
 7.500000000E-01 4.949999809E+00 1.000359416E+00
ZONE T="x=1.20148"
 1.201478243E+00 0.000000000E+00 0.000000000E+00
 1.201478243E+00 4.999999987E-07 1.910462393E-03
 1.201478243E+00 1.000203383E-06 3.821513616E-03
 1.201478243E+00 1.500813596E-06 5.733930971E-03
 1.201478243E+00 2.002034307E-06 7.648491766E-03
 1.201478243E+00 2.504069471E-06 9.565974586E-03
 1.201478243E+00 3.007123041E-06 1.148715802E-02
 1.201478243E+00 3.511400109E-06 1.341282204E-02
 1.201478243E+00 4.017105312E-06 1.534374803E-02
 1.201478243E+00 4.524444648E-06 1.728072204E-02
 1.201478243E+00 5.033624348E-06 1.922452636E-02
 1.201478243E+00 5.544851319E-06 2.117595077E-02
 1.201478243E+00 6.058334293E-06 2.313578874E-02
 1.201478243E+00 6.574281088E-06 2.510482818E-02
 1.201478243E+00 7.092902251E-06 2.708387189E-02
 1.201478243E+00 7.614408787E-06 2.907372080E-02
 1.201478243E+00 8.139012607E-06 3.107517399E-02
 1.201478243E+00 8.666926988E-06 3.308904544E-02
 1.201478243E+00 9.198367479E-06 3.511614352E-02
 1.201478243E+00 9.733548723E-06 3.715728968E-02
 1.201478243E+00 1.027268991E-05 3.921329975E-02
 1.201478243E+00 1.081600931E-05 4.128500447E-02
 1.201478243E+00 1.136372885E-05 4.337323457E-02
 1.201478243E+00 1.191607043E-05 4.547882825E-02
 1.201478243E+00 1.247325872E-05 4.760262370E-02
 1.201478243E+00 1.303552108E-05 4.974546283E-02
 1.201478243E+00 1.360308670E-05 5.190820619E-02
 1.201478243E+00 1.417618478E-05 5.409170687E-02
 1.201478243E+00 1.475504905E-05 5.629682913E-02
 1.201478243E+00 1.533991599E-05 5.852443352E-02
 1.201478243E+00 1.593102206E-05 6.077539176E-02
 1.201478243E+00 1.652860919E-05 6.305058300E-02
 1.201478243E+00 1.713291931E-05 6.535088271E-02
 1.201478243E+00 1.774419979E-05 6.767717004E-02
 1.201478243E+00 1.836269621E-05 7.003033161E-02
 1.201478243E+00 1.898866321E-05 7.241124660E-02
 1.201478243E+00 1.962235365E-05 7.482080907E-02
 1.201478243E+00 2.026402581E-05 7.725989819E-02
 1.201478243E+00 2.091394163E-05 7.972940058E-02
 1.201478243E+00 2.157236304E-05 8.223019540E-02
 1.201478243E+00 2.223956108E-05 8.476314694E-02
 1.201478243E+00 2.291580495E-05 8.732913435E-02
 1.201478243E+00 2.360136932E-05 8.992900699E-02
 1.201478243E+00 2.429653614E-05 9.256359935E-02
 1.201478243E+00 2.500158553E-05 9.523376077E-02
 1.201478243E+00 2.571680307E-05 9.794026613E-02
 1.201478243E+00 2.644248343E-05 1.006839201E-01
 1.201478243E+00 2.717891948E-05 1.034654975E-01
 1.201478243E+00 2.792640953E-05 1.062856913E-01
 1.201478243E+00 2.868526099E-05 1.091452017E-01
 1.201478243E+00 2.945577944E-05 1.120446846E-01
 1.201478243E+00 3.023828140E-05 1.149847135E-01
 1.201478243E+00 3.103308336E-05 1.179658398E-01
 1.201478243E+00 3.184050729E-05 1.209885329E-01
 1.201478243E+00 3.266088243E-05 1.240532175E-01
 1.201478243E+00 3.349454346E-05 1.271602064E-01
 1.201478243E+00 3.434183236E-05 1.303097308E-01
 1.201478243E+00 3.520308746E-05 1.335019618E-01
 1.201478243E+00 3.607866165E-05 1.367369443E-01
 1.201478243E+00 3.696891145E-05 1.400145739E-01
 1.201478243E+00 3.787420064E-05 1.433347017E-01
 1.201478243E+00 3.879489668E-05 1.466969997E-01
 1.201478243E+00 3.973137063E-05 1.501010060E-01
 1.201478243E+00 4.068400813E-05 1.535461396E-01
 1.201478243E+00 4.165319478E-05 1.570316255E-01
 1.201478243E+00 4.263932351E-05 1.605566293E-01
 1.201478243E+00 4.364279812E-05 1.641200334E-01
 1.201478243E+00 4.466402606E-05 1.677206457E-01
 1.201478243E+00 4.570341844E-05 1.713571101E-01
 1.201478243E+00 4.676140452E-05 1.750278622E-01
 1.201478243E+00 4.783841359E-05 1.787312627E-01
 1.201478243E+00 4.893487858E-05 1.824654639E-01
 1.201478243E+00 5.005125058E-05 1.862284690E-01
 1.201478243E+00 5.118798072E-05 1.900182217E-01
 1.201478243E+00 5.234553100E-05 1.938324720E-01
 1.201478243E+00 5.352437802E-05 1.976689249E-01
 1.201478243E+00 5.472499470E-05 2.015251666E-01
 1.201478243E+00 5.594787217E-05 2.053987235E-01
 1.201478243E+00 5.719350884E-05 2.092870772E-01
 1.201478243E+00 5.846241038E-05 2.131876498E-01
 1.201478243E+00 5.975508975E-05 2.170978785E-01
 1.201478243E+00 6.107207446E-05 2.210151702E-01
 1.201478243E+00 6.241390656E-05 2.249370068E-01
 1.201478243E+00 6.378112448E-05 2.288608551E-01
 1.201478243E+00 6.517428847E-05 2.327842563E-01
 1.201478243E+00 6.659396604E-05 2.367048413E-01
 1.201478243E+00 6.804072473E-05 2.406203151E-01
 1.201478243E+00 6.951516116E-05 2.445284575E-01
 1.201478243E+00 7.101787924E-05 2.484271526E-01
 1.201478243E+00 7.254948287E-05 2.523144782E-01
 1.201478243E+00 7.411059778E-05 2.561885118E-01
 1.201478243E+00 7.570186426E-05 2.600474954E-01
 1.201478243E+00 7.732391532E-05 2.638898194E-01
 1.201478243E+00 7.897742034E-05 2.677140236E-01
 1.201478243E+00 8.066305600E-05 2.715187371E-01
 1.201478243E+00 8.238149894E-05 2.753026783E-01
 1.201478243E+00 8.413345495E-05 2.790648043E-01
 1.201478243E+00 8.591963706E-05 2.828039825E-01
 1.201478243E+00 8.774075832E-05 2.865194976E-01
 1.201478243E+00 8.959758270E-05 2.902103961E-01
 1.201478243E+00 9.149084508E-05 2.938761413E-01
 1.201478243E+00 9.342132398E-05 2.975160480E-01
 1.201478243E+00 9.538980521E-05 3.011297286E-01
 1.201478243E+00 9.739708912E-05 3.047167361E-01
 1.201478243E+00 9.944399062E-05 3.082767427E-01
 1.201478243E+00 1.015313392E-04 3.118095398E-01
 1.201478243E+00 1.036599933E-04 3.153149486E-01
 1.201478243E+00 1.058308117E-04 3.187927902E-01
 1.201478243E+00 1.080446746E-04 3.222431242E-01
 1.201478243E+00 1.103024915E-04 3.256658912E-01
 1.201478243E+00 1.126051793E-04 3.290610909E-01
 1.201478243E+00 1.149536620E-04 3.324289024E-01
 1.201478243E+00 1.173489145E-04 3.357693851E-01
 1.201478243E+00 1.197918973E-04 3.390826881E-01
 1.201478243E+00 1.222835999E-04 3.423691094E-01
 1.201478243E+00 1.248250628E-04 3.456287682E-01
 1.201478243E+00 1.274172828E-04 3.488619626E-01
 1.201478243E+00 1.300613367E-04 3.520689011E-01
 1.201478243E+00 1.327583013E-04 3.552499115E-01
 1.201478243E+00 1.355092681E-04 3.584052920E-01
 1.201478243E+00 1.383153576E-04 3.615352809E-01
 1.201478243E+00 1.411777048E-04 3.646403551E-01
 1.201478362E+00 1.440974738E-04 3.677206933E-01
 1.201478362E+00 1.470758725E-04 3.707767129E-01
 1.201478362E+00 1.501140796E-04 3.738087714E-01
 1.201478362E+00 1.532133610E-04 3.768171072E-01
 1.201478362E+00 1.563749538E-04 3.798022270E-01
 1.201478362E+00 1.596001675E-04 3.827643692E-01
 1.201478362E+00 1.628902974E-04 3.857039213E-01
 1.201478362E+00 1.662466966E-04 3.886212707E-01
 1.201478362E+00 1.696707041E-04 3.915167153E-01
 1.201478362E+00 1.731637312E-04 3.943906128E-01
 1.201478362E+00 1.767272042E-04 3.972433805E-01
 1.201478362E+00 1.803625637E-04 4.000752568E-01
 1.201478362E+00 1.840712794E-04 4.028867185E-01
 1.201478362E+00 1.878548792E-04 4.056779444E-01
 1.201478362E+00 1.917148911E-04 4.084493518E-01
 1.201478362E+00 1.956528868E-04 4.112012684E-01
 1.201478362E+00 1.996704668E-04 4.139340222E-01
 1.201478362E+00 2.037692757E-04 4.166478813E-01
 1.201478362E+00 2.079509577E-04 4.193431735E-01
 1.201478362E+00 2.122172300E-04 4.220202565E-01
 1.201478362E+00 2.165698388E-04 4.246793389E-01
 1.201478362E+00 2.210105304E-04 4.273207784E-01
 1.201478362E+00 2.255411237E-04 4.299448133E-01
 1.201478362E+00 2.301634668E-04 4.325518012E-01
 1.201478362E+00 2.348794369E-04 4.351418912E-01
 1.201478362E+00 2.396909404E-04 4.377154410E-01
 1.201478362E+00 2.445999417E-04 4.402726293E-01
 1.201478362E+00 2.496084489E-04 4.428138137E-01
 1.201478362E+00 2.547184704E-04 4.453391433E-01
 1.201478362E+00 2.599321306E-04 4.478488266E-01
 1.201478362E+00 2.652514959E-04 4.503432214E-01
 1.201478362E+00 2.706787782E-04 4.528224468E-01
 1.201478362E+00 2.762161603E-04 4.552867413E-01
 1.201478362E+00 2.818659123E-04 4.577363431E-01
 1.201478362E+00 2.876303042E-04 4.601714015E-01
 1.201478362E+00 2.935116936E-04 4.625920951E-01
 1.201478362E+00 2.995124669E-04 4.649986923E-01
 1.201478362E+00 3.056350979E-04 4.673913121E-01
 1.201478362E+00 3.118820314E-04 4.697701335E-01
 1.201478362E+00 3.182558285E-04 4.721353650E-01
 1.201478362E+00 3.247591085E-04 4.744871259E-01
 1.201478362E+00 3.313944617E-04 4.768255651E-01
 1.201478362E+00 3.381646238E-04 4.791508615E-01
 1.201478362E+00 3.450723598E-04 4.814631343E-01
 1.201478362E+00 3.521204344E-04 4.837625027E-01
 1.201478362E+00 3.593117581E-04 4.860491455E-01
 1.201478362E+00 3.666492412E-04 4.883231223E-01
 1.201478362E+00 3.741358523E-04 4.905846119E-01
 1.201478362E+00 3.817746765E-04 4.928337336E-01
 1.201478362E+00 3.895687696E-04 4.950704873E-01
 1.201478362E+00 3.975213331E-04 4.972950816E-01
 1.201478362E+00 4.056355974E-04 4.995075762E-01
 1.201478362E+00 4.139148805E-04 5.017080307E-01
 1.201478362E+00 4.223625001E-04 5.038965940E-01
 1.201478362E+00 4.309819487E-04 5.060732961E-01
 1.201478362E+00 4.397767188E-04 5.082381964E-01
 1.201478362E+00 4.487503611E-04 5.103914738E-01
 1.201478362E+00 4.579065426E-04 5.125330687E-01
 1.201478362E+00 4.672489886E-04 5.146631002E-01
 1.201478362E+00 4.767814826E-04 5.167816281E-01
 1.201478362E+00 4.865079245E-04 5.188886523E-01
 1.201478362E+00 4.964323016E-04 5.209843516E-01
 1.201478362E+00 5.065585719E-04 5.230686665E-01
 1.201478362E+00 5.168908974E-04 5.251416564E-01
 1.201478362E+00 5.274334690E-04 5.272033811E-01
 1.201478362E+00 5.381905939E-04 5.292538404E-01
 1.201478362E+00 5.491666379E-04 5.312931538E-01
 1.201478362E+00 5.603660829E-04 5.333212614E-01
 1.201478362E+00 5.717934691E-04 5.353382826E-01
 1.201478362E+00 5.834534531E-04 5.373441577E-01
 1.201478362E+00 5.953507498E-04 5.393389463E-01
 1.201478362E+00 6.074902485E-04 5.413227677E-01
 1.201478362E+00 6.198768388E-04 5.432955027E-01
 1.201478362E+00 6.325155264E-04 5.452572107E-01
 1.201478362E+00 6.454115501E-04 5.472080112E-01
 1.201478362E+00 6.585700903E-04 5.491478443E-01
 1.201478362E+00 6.719965604E-04 5.510767102E-01
 1.201478362E+00 6.856963155E-04 5.529947281E-01
 1.201478362E+00 6.996750599E-04 5.549017787E-01
 1.201478362E+00 7.139383815E-04 5.567980409E-01
 1.201478481E+00 7.284921012E-04 5.586835146E-01
 1.201478481E+00 7.433421561E-04 5.605580807E-01
 1.201478481E+00 7.584945997E-04 5.624219179E-01
 1.201478481E+00 7.739555440E-04 5.642750859E-01
 1.201478481E+00 7.897313335E-04 5.661174655E-01
 1.201478481E+00 8.058283711E-04 5.679492354E-01
 1.201478481E+00 8.222531760E-04 5.697703362E-01
 1.201478481E+00 8.390124422E-04 5.715808868E-01
 1.201478481E+00 8.561130380E-04 5.733808875E-01
 1.201478481E+00 8.735618321E-04 5.751703978E-01
 1.201478481E+00 8.913659840E-04 5.769494772E-01
 1.201478481E+00 9.095327114E-04 5.787181854E-01
 1.201478481E+00 9.280694067E-04 5.804765224E-01
 1.201478481E+00 9.469836368E-04 5.822247267E-01
 1.201478481E+00 9.662830271E-04 5.839626789E-01
 1.201478481E+00 9.859754937E-04 5.856905580E-01
 1.201478481E+00 1.006069011E-03 5.874084234E-01
 1.201478481E+00 1.026571845E-03 5.891164541E-01
 1.201478481E+00 1.047492144E-03 5.908145905E-01
 1.201478481E+00 1.068838639E-03 5.925030112E-01
 1.201478481E+00 1.090619829E-03 5.941818953E-01
 1.201478481E+00 1.112844679E-03 5.958511829E-01
 1.201478481E+00 1.135522267E-03 5.975111723E-01
 1.201478481E+00 1.158661675E-03 5.991619229E-01
 1.201478481E+00 1.182272448E-03 6.008036137E-01
 1.201478481E+00 1.206364017E-03 6.024362445E-01
 1.201478481E+00 1.230946393E-03 6.040601730E-01
 1.201478481E+00 1.256029471E-03 6.056753993E-01
 1.201478481E+00 1.281623496E-03 6.072822213E-01
 1.201478601E+00 1.307738828E-03 6.088806987E-01
 1.201478601E+00 1.334386063E-03 6.104710102E-01
 1.201478601E+00 1.361576142E-03 6.120535135E-01
 1.201478601E+00 1.389320125E-03 6.136282682E-01
 1.201478601E+00 1.417629072E-03 6.151954532E-01
 1.201478601E+00 1.446514856E-03 6.167554259E-01
 1.201478601E+00 1.475988887E-03 6.183082461E-01
 1.201478601E+00 1.506063389E-03 6.198542714E-01
 1.201478601E+00 1.536750467E-03 6.213937402E-01
 1.201478601E+00 1.568062697E-03 6.229268312E-01
 1.201478601E+00 1.600012765E-03 6.244538426E-01
 1.201478601E+00 1.632613712E-03 6.259750128E-01
 1.201478601E+00 1.665878692E-03 6.274906397E-01
 1.201478601E+00 1.699821325E-03 6.290009618E-01
 1.201478601E+00 1.734455349E-03 6.305063963E-01
 1.201478601E+00 1.769794966E-03 6.320071220E-01
 1.201478601E+00 1.805854496E-03 6.335033774E-01
 1.201478601E+00 1.842648489E-03 6.349957585E-01
 1.201478720E+00 1.880192081E-03 6.364842653E-01
 1.201478720E+00 1.918500522E-03 6.379694939E-01
 1.201478720E+00 1.957589295E-03 6.394516826E-01
 1.201478720E+00 1.997474348E-03 6.409310699E-01
 1.201478720E+00 2.038171981E-03 6.424082518E-01
 1.201478720E+00 2.079698723E-03 6.438833475E-01
 1.201478720E+00 2.122071339E-03 6.453568935E-01
 1.201478720E+00 2.165307058E-03 6.468292475E-01
 1.201478720E+00 2.209423808E-03 6.483007073E-01
 1.201478720E+00 2.254439052E-03 6.497718692E-01
 1.201478720E+00 2.300371416E-03 6.512429714E-01
 1.201478720E+00 2.347239526E-03 6.527144909E-01
 1.201478720E+00 2.395062475E-03 6.541867852E-01
 1.201478839E+00 2.443859586E-03 6.556604505E-01
 1.201478839E+00 2.493650885E-03 6.571357846E-01
 1.201478839E+00 2.544456394E-03 6.586132646E-01
 1.201478839E+00 2.596297069E-03 6.600935459E-01
 1.201478839E+00 2.649193862E-03 6.615768671E-01
 1.201478839E+00 2.703167964E-03 6.630637646E-01
 1.201478839E+00 2.758241957E-03 6.645547748E-01
 1.201478839E+00 2.814437728E-03 6.660504341E-01
 1.201478839E+00 2.871778561E-03 6.675512195E-01
 1.201478839E+00 2.930287272E-03 6.690575480E-01
 1.201478839E+00 2.989988076E-03 6.705701351E-01
 1.201478958E+00 3.050905187E-03 6.720893979E-01
 1.201478958E+00 3.113063052E-03 6.736159921E-01
 1.201478958E+00 3.176487517E-03 6.751503944E-01
 1.201478958E+00 3.241203958E-03 6.766932011E-01
 1.201478958E+00 3.307238920E-03 6.782451272E-01
 1.201478958E+00 3.374618944E-03 6.798065901E-01
 1.201478958E+00 3.443371970E-03 6.813783050E-01
 1.201478958E+00 3.513525473E-03 6.829609275E-01
 1.201479077E+00 3.585108090E-03 6.845549941E-01
 1.201479077E+00 3.658149159E-03 6.861612201E-01
 1.201479077E+00 3.732678248E-03 6.877802610E-01
 1.201479077E+00 3.808725858E-03 6.894128323E-01
 1.201479077E+00 3.886322491E-03 6.910595298E-01
 1.201479077E+00 3.965499811E-03 6.927211881E-01
 1.201479077E+00 4.046290647E-03 6.943984032E-01
 1.201479077E+00 4.128727131E-03 6.960919499E-01
 1.201479197E+00 4.212843254E-03 6.978026628E-01
 1.201479197E+00 4.298672546E-03 6.995311379E-01
 1.201479197E+00 4.386250861E-03 7.012782693E-01
 1.201479197E+00 4.475613125E-03 7.030448318E-01
 1.201479197E+00 4.566796124E-03 7.048315406E-01
 1.201479197E+00 4.659837112E-03 7.066393495E-01
 1.201479316E+00 4.754772875E-03 7.084689736E-01
 1.201479316E+00 4.851642996E-03 7.103213072E-01
 1.201479316E+00 4.950487055E-03 7.121971846E-01
 1.201479316E+00 5.051344167E-03 7.140974998E-01
 1.201479316E+00 5.154256243E-03 7.160232067E-01
 1.201479316E+00 5.259265192E-03 7.179750204E-01
 1.201479435E+00 5.366413388E-03 7.199540138E-01
 1.201479435E+00 5.475744139E-03 7.219610214E-01
 1.201479435E+00 5.587302614E-03 7.239970565E-01
 1.201479435E+00 5.701133516E-03 7.260630131E-01
 1.201479435E+00 5.817283876E-03 7.281596661E-01
 1.201479554E+00 5.935800262E-03 7.302882671E-01
 1.201479554E+00 6.056731101E-03 7.324497104E-01
 1.201479554E+00 6.180125754E-03 7.346448302E-01
 1.201479554E+00 6.306034513E-03 7.368746996E-01
 1.201479554E+00 6.434508134E-03 7.391402721E-01
 1.201479673E+00 6.565599237E-03 7.414425015E-01
 1.201479673E+00 6.699360907E-03 7.437824607E-01
 1.201479673E+00 6.835847627E-03 7.461609840E-01
 1.201479673E+00 6.975115277E-03 7.485792041E-01
 1.201479793E+00 7.117220201E-03 7.510378957E-01
 1.201479793E+00 7.262219675E-03 7.535380721E-01
 1.201479793E+00 7.410173770E-03 7.560807467E-01
 1.201479793E+00 7.561142091E-03 7.586666942E-01
 1.201479912E+00 7.715185639E-03 7.612968683E-01
 1.201479912E+00 7.872368209E-03 7.639721036E-01
 1.201479912E+00 8.032752201E-03 7.666932344E-01
 1.201480031E+00 8.196404204E-03 7.694610953E-01
 1.201480031E+00 8.363390341E-03 7.722763419E-01
 1.201480031E+00 8.533777669E-03 7.751397491E-01
 1.201480031E+00 8.707636967E-03 7.780517936E-01
 1.201480150E+00 8.885038085E-03 7.810133100E-01
 1.201480150E+00 9.066053666E-03 7.840245962E-01
 1.201480150E+00 9.250756353E-03 7.870861888E-01
 1.201480269E+00 9.439222515E-03 7.901983261E-01
 1.201480269E+00 9.631528519E-03 7.933613658E-01
 1.201480269E+00 9.827752598E-03 7.965753675E-01
 1.201480389E+00 1.002797298E-02 7.998404503E-01
 1.201480389E+00 1.023227349E-02 8.031563759E-01
 1.201480389E+00 1.044073608E-02 8.065229654E-01
 1.201480508E+00 1.065344550E-02 8.099399209E-01
 1.201480508E+00 1.087048836E-02 8.134066463E-01
 1.201480627E+00 1.109195314E-02 8.169223666E-01
 1.201480627E+00 1.131793018E-02 8.204863667E-01
 1.201480627E+00 1.154851075E-02 8.240973949E-01
 1.201480746E+00 1.178378891E-02 8.277542591E-01
 1.201480746E+00 1.202385966E-02 8.314556479E-01
 1.201480865E+00 1.226882264E-02 8.351994157E-01
 1.201480865E+00 1.251877565E-02 8.389840126E-01
 1.201480985E+00 1.277382020E-02 8.428071141E-01
 1.201480985E+00 1.303406153E-02 8.466723561E-01
 1.201480985E+00 1.329960488E-02 8.506302238E-01
 1.201481104E+00 1.357055828E-02 8.547847867E-01
 1.201481104E+00 1.384703070E-02 8.592009544E-01
 1.201481223E+00 1.412913669E-02 8.638602495E-01
 1.201481223E+00 1.441698987E-02 8.686962724E-01
 1.201481342E+00 1.471070759E-02 8.736324310E-01
 1.201481342E+00 1.501040813E-02 8.786090016E-01
 1.201481462E+00 1.531621534E-02 8.835901618E-01
 1.201481581E+00 1.562825218E-02 8.885584474E-01
