VARIABLES = "x","u","y-y0"
 7.500000000E-01 1.045099497E+00 2.823803425E-01
 7.500000000E-01 1.043923855E+00 2.881332934E-01
 7.500000000E-01 1.042768955E+00 2.940034270E-01
 7.500000000E-01 1.041634679E+00 2.999931276E-01
 7.500000000E-01 1.040521383E+00 3.061048985E-01
 7.500000000E-01 1.039428711E+00 3.123411536E-01
 7.500000000E-01 1.038356900E+00 3.187044859E-01
 7.500000000E-01 1.037305832E+00 3.251974285E-01
 7.500000000E-01 1.036275387E+00 3.318226933E-01
 7.500000000E-01 1.035265684E+00 3.385829031E-01
 7.500000000E-01 1.034276485E+00 3.454808295E-01
 7.500000000E-01 1.033307791E+00 3.525193036E-01
 7.500000000E-01 1.032359481E+00 3.597011864E-01
 7.500000000E-01 1.031431437E+00 3.670293689E-01
 7.500000000E-01 1.030523539E+00 3.745068610E-01
 7.500000000E-01 1.029635549E+00 3.821366727E-01
 7.500000000E-01 1.028767467E+00 3.899219334E-01
 7.500000000E-01 1.027919054E+00 3.978658020E-01
 7.500000000E-01 1.027090192E+00 4.059715271E-01
 7.500000000E-01 1.026280522E+00 4.142423570E-01
 7.500000000E-01 1.025490046E+00 4.226817191E-01
 7.500000000E-01 1.024718404E+00 4.312930107E-01
 7.500000000E-01 1.023965478E+00 4.400797188E-01
 7.500000000E-01 1.023231030E+00 4.490454495E-01
 7.500000000E-01 1.022514820E+00 4.581938386E-01
 7.500000000E-01 1.021816492E+00 4.675286412E-01
 7.500000000E-01 1.021136045E+00 4.770535827E-01
 7.500000000E-01 1.020473003E+00 4.867725968E-01
 7.500000000E-01 1.019827247E+00 4.966895580E-01
 7.500000000E-01 1.019198418E+00 5.068086386E-01
 7.500000000E-01 1.018586159E+00 5.171338320E-01
 7.500000000E-01 1.017990351E+00 5.276693702E-01
 7.500000000E-01 1.017410755E+00 5.384196043E-01
 7.500000000E-01 1.016847014E+00 5.493887663E-01
 7.500000000E-01 1.016298771E+00 5.605814457E-01
 7.500000000E-01 1.015765905E+00 5.720021725E-01
 7.500000000E-01 1.015247822E+00 5.836555958E-01
 7.500000000E-01 1.014744520E+00 5.955463648E-01
 7.500000000E-01 1.014255643E+00 6.076794267E-01
 7.500000000E-01 1.013780832E+00 6.200596690E-01
 7.500000000E-01 1.013319850E+00 6.326921582E-01
 7.500000000E-01 1.012872338E+00 6.455819607E-01
 7.500000000E-01 1.012438059E+00 6.587343812E-01
 7.500000000E-01 1.012016654E+00 6.721547842E-01
 7.500000000E-01 1.011608005E+00 6.858485341E-01
 7.500000000E-01 1.011211634E+00 6.998213530E-01
 7.500000000E-01 1.010827303E+00 7.140787840E-01
 7.500000000E-01 1.010454774E+00 7.286266685E-01
 7.500000000E-01 1.010093570E+00 7.434709668E-01
 7.500000000E-01 1.009743810E+00 7.586176991E-01
 7.500000000E-01 1.009404778E+00 7.740730047E-01
 7.500000000E-01 1.009076476E+00 7.898432016E-01
 7.500000000E-01 1.008758545E+00 8.059346080E-01
 7.500000000E-01 1.008450747E+00 8.223538995E-01
 7.500000000E-01 1.008152723E+00 8.391076922E-01
 7.500000000E-01 1.007864237E+00 8.562028408E-01
 7.500000000E-01 1.007585168E+00 8.736462593E-01
 7.500000000E-01 1.007315040E+00 8.914450407E-01
 7.500000000E-01 1.007053852E+00 9.096063972E-01
 7.500000000E-01 1.006801248E+00 9.281377792E-01
 7.500000000E-01 1.006556869E+00 9.470467567E-01
 7.500000000E-01 1.006320596E+00 9.663408399E-01
 7.500000000E-01 1.006092310E+00 9.860281348E-01
 7.500000000E-01 1.005871534E+00 1.006116509E+00
 7.500000000E-01 1.005658269E+00 1.026614070E+00
 7.500000000E-01 1.005452156E+00 1.047529340E+00
 7.500000000E-01 1.005252957E+00 1.068870544E+00
 7.500000000E-01 1.005060673E+00 1.090646625E+00
 7.500000000E-01 1.004874825E+00 1.112866402E+00
 7.500000000E-01 1.004695415E+00 1.135538816E+00
 7.500000000E-01 1.004522085E+00 1.158673048E+00
 7.500000000E-01 1.004354835E+00 1.182278752E+00
 7.500000000E-01 1.004193306E+00 1.206365228E+00
 7.500000000E-01 1.004037499E+00 1.230942488E+00
 7.500000000E-01 1.003887057E+00 1.256020427E+00
 7.500000000E-01 1.003741860E+00 1.281609297E+00
 7.500000000E-01 1.003601909E+00 1.307719469E+00
 7.500000000E-01 1.003466845E+00 1.334361672E+00
 7.500000000E-01 1.003336549E+00 1.361546636E+00
 7.500000000E-01 1.003210902E+00 1.389285326E+00
 7.500000000E-01 1.003089666E+00 1.417589188E+00
 7.500000000E-01 1.002972722E+00 1.446469784E+00
 7.500000000E-01 1.002860069E+00 1.475938678E+00
 7.500000000E-01 1.002751470E+00 1.506007910E+00
 7.500000000E-01 1.002646685E+00 1.536689758E+00
 7.500000000E-01 1.002545834E+00 1.567996740E+00
 7.500000000E-01 1.002448559E+00 1.599941492E+00
 7.500000000E-01 1.002354860E+00 1.632537007E+00
 7.500000000E-01 1.002264619E+00 1.665796638E+00
 7.500000000E-01 1.002177596E+00 1.699733853E+00
 7.500000000E-01 1.002093911E+00 1.734362483E+00
 7.500000000E-01 1.002013206E+00 1.769696712E+00
 7.500000000E-01 1.001935482E+00 1.805750608E+00
 7.500000000E-01 1.001860619E+00 1.842539191E+00
 7.500000000E-01 1.001788735E+00 1.880077124E+00
 7.500000000E-01 1.001719356E+00 1.918379903E+00
 7.500000000E-01 1.001652598E+00 1.957463026E+00
 7.500000000E-01 1.001588464E+00 1.997342348E+00
 7.500000000E-01 1.001526713E+00 2.038034201E+00
 7.500000000E-01 1.001467347E+00 2.079555035E+00
 7.500000000E-01 1.001410246E+00 2.121921778E+00
 7.500000000E-01 1.001355290E+00 2.165151596E+00
 7.500000000E-01 1.001302361E+00 2.209262133E+00
 7.500000000E-01 1.001251698E+00 2.254271507E+00
 7.500000000E-01 1.001202822E+00 2.300197601E+00
 7.500000000E-01 1.001155972E+00 2.347059488E+00
 7.500000000E-01 1.001110911E+00 2.394876242E+00
 7.500000000E-01 1.001067638E+00 2.443666935E+00
 7.500000000E-01 1.001026154E+00 2.493451595E+00
 7.500000000E-01 1.000986338E+00 2.544250727E+00
 7.500000000E-01 1.000948191E+00 2.596084595E+00
 7.500000000E-01 1.000911474E+00 2.648974657E+00
 7.500000000E-01 1.000876307E+00 2.702942133E+00
 7.500000000E-01 1.000842690E+00 2.758009195E+00
 7.500000000E-01 1.000810385E+00 2.814198017E+00
 7.500000000E-01 1.000779629E+00 2.871531487E+00
 7.500000000E-01 1.000750184E+00 2.930033207E+00
 7.500000000E-01 1.000721931E+00 2.989726782E+00
 7.500000000E-01 1.000694990E+00 3.050636292E+00
 7.500000000E-01 1.000669360E+00 3.112786770E+00
 7.500000000E-01 1.000644922E+00 3.176203728E+00
 7.500000000E-01 1.000621557E+00 3.240912437E+00
 7.500000000E-01 1.000599384E+00 3.306939363E+00
 7.500000000E-01 1.000578284E+00 3.374311686E+00
 7.500000000E-01 1.000558376E+00 3.443056345E+00
 7.500000000E-01 1.000539422E+00 3.513201714E+00
 7.500000000E-01 1.000521541E+00 3.584775925E+00
 7.500000000E-01 1.000504851E+00 3.657808542E+00
 7.500000000E-01 1.000489116E+00 3.732329130E+00
 7.500000000E-01 1.000474334E+00 3.808367729E+00
 7.500000000E-01 1.000460625E+00 3.885955572E+00
 7.500000000E-01 1.000447989E+00 3.965123892E+00
 7.500000000E-01 1.000436187E+00 4.045905113E+00
 7.500000000E-01 1.000425577E+00 4.128332138E+00
 7.500000000E-01 1.000415802E+00 4.212438583E+00
 7.500000000E-01 1.000407219E+00 4.298258781E+00
 7.500000000E-01 1.000399470E+00 4.385827065E+00
 7.500000000E-01 1.000392914E+00 4.475179195E+00
 7.500000000E-01 1.000387430E+00 4.566351891E+00
 7.500000000E-01 1.000383139E+00 4.659382343E+00
 7.500000000E-01 1.000379920E+00 4.754307747E+00
 7.500000000E-01 1.000378013E+00 4.851167202E+00
 7.500000000E-01 1.000377417E+00 4.949999809E+00
ZONE T="x=1.20148"
 1.201478243E+00 0.000000000E+00 0.000000000E+00
 1.201478243E+00 1.760840067E-03 4.999999987E-07
 1.201478243E+00 3.522207262E-03 1.000203383E-06
 1.201478243E+00 5.284818355E-03 1.500813596E-06
 1.201478243E+00 7.049388718E-03 2.002034307E-06
 1.201478243E+00 8.816636167E-03 2.504069471E-06
 1.201478243E+00 1.058727782E-02 3.007123041E-06
 1.201478243E+00 1.236203220E-02 3.511400109E-06
 1.201478243E+00 1.414161921E-02 4.017105312E-06
 1.201478243E+00 1.592676155E-02 4.524444648E-06
 1.201478243E+00 1.771818101E-02 5.033624348E-06
 1.201478243E+00 1.951660402E-02 5.544851319E-06
 1.201478243E+00 2.132275701E-02 6.058334293E-06
 1.201478243E+00 2.313737199E-02 6.574281088E-06
 1.201478243E+00 2.496118285E-02 7.092902251E-06
 1.201478243E+00 2.679492161E-02 7.614408787E-06
 1.201478243E+00 2.863933332E-02 8.139012607E-06
 1.201478243E+00 3.049515560E-02 8.666926988E-06
 1.201478243E+00 3.236313909E-02 9.198367479E-06
 1.201478243E+00 3.424403444E-02 9.733548723E-06
 1.201478243E+00 3.613859415E-02 1.027268991E-05
 1.201478243E+00 3.804757819E-02 1.081600931E-05
 1.201478243E+00 3.997175768E-02 1.136372885E-05
 1.201478243E+00 4.191188514E-02 1.191607043E-05
 1.201478243E+00 4.386875406E-02 1.247325872E-05
 1.201478243E+00 4.584312439E-02 1.303552108E-05
 1.201478243E+00 4.783580080E-02 1.360308670E-05
 1.201478243E+00 4.984755442E-02 1.417618478E-05
 1.201478243E+00 5.187918991E-02 1.475504905E-05
 1.201478243E+00 5.393150821E-02 1.533991599E-05
 1.201478243E+00 5.600531027E-02 1.593102206E-05
 1.201478243E+00 5.810141936E-02 1.652860919E-05
 1.201478243E+00 6.022063643E-02 1.713291931E-05
 1.201478243E+00 6.236379966E-02 1.774419979E-05
 1.201478243E+00 6.453173608E-02 1.836269621E-05
 1.201478243E+00 6.672528386E-02 1.898866321E-05
 1.201478243E+00 6.894526631E-02 1.962235365E-05
 1.201478243E+00 7.119255513E-02 2.026402581E-05
 1.201478243E+00 7.346798480E-02 2.091394163E-05
 1.201478243E+00 7.577241212E-02 2.157236304E-05
 1.201478243E+00 7.810670882E-02 2.223956108E-05
 1.201478243E+00 8.047172427E-02 2.291580495E-05
 1.201478243E+00 8.286834508E-02 2.360136932E-05
 1.201478243E+00 8.529742807E-02 2.429653614E-05
 1.201478243E+00 8.775984496E-02 2.500158553E-05
 1.201478243E+00 9.025648236E-02 2.571680307E-05
 1.201478243E+00 9.278821945E-02 2.644248343E-05
 1.201478243E+00 9.535593539E-02 2.717891948E-05
 1.201478243E+00 9.796047211E-02 2.792640953E-05
 1.201478243E+00 1.006027535E-01 2.868526099E-05
 1.201478243E+00 1.032836139E-01 2.945577944E-05
 1.201478243E+00 1.060039178E-01 3.023828140E-05
 1.201478243E+00 1.087645367E-01 3.103308336E-05
 1.201478243E+00 1.115663052E-01 3.184050729E-05
 1.201478243E+00 1.144100726E-01 3.266088243E-05
 1.201478243E+00 1.172966510E-01 3.349454346E-05
 1.201478243E+00 1.202268377E-01 3.434183236E-05
 1.201478243E+00 1.232014298E-01 3.520308746E-05
 1.201478243E+00 1.262211949E-01 3.607866165E-05
 1.201478243E+00 1.292868555E-01 3.696891145E-05
 1.201478243E+00 1.323991269E-01 3.787420064E-05
 1.201478243E+00 1.355586797E-01 3.879489668E-05
 1.201478243E+00 1.387661397E-01 3.973137063E-05
 1.201478243E+00 1.420221031E-01 4.068400813E-05
 1.201478243E+00 1.453271210E-01 4.165319478E-05
 1.201478243E+00 1.486816555E-01 4.263932351E-05
 1.201478243E+00 1.520861536E-01 4.364279812E-05
 1.201478243E+00 1.555409431E-01 4.466402606E-05
 1.201478243E+00 1.590463221E-01 4.570341844E-05
 1.201478243E+00 1.626024842E-01 4.676140452E-05
 1.201478243E+00 1.662095189E-01 4.783841359E-05
 1.201478243E+00 1.698674709E-01 4.893487858E-05
 1.201478243E+00 1.735761911E-01 5.005125058E-05
 1.201478243E+00 1.773355007E-01 5.118798072E-05
 1.201478243E+00 1.811450273E-01 5.234553100E-05
 1.201478243E+00 1.850042939E-01 5.352437802E-05
 1.201478243E+00 1.889126897E-01 5.472499470E-05
 1.201478243E+00 1.928694248E-01 5.594787217E-05
 1.201478243E+00 1.968735307E-01 5.719350884E-05
 1.201478243E+00 2.009239346E-01 5.846241038E-05
 1.201478243E+00 2.050192505E-01 5.975508975E-05
 1.201478243E+00 2.091580480E-01 6.107207446E-05
 1.201478243E+00 2.133385986E-01 6.241390656E-05
 1.201478243E+00 2.175589949E-01 6.378112448E-05
 1.201478243E+00 2.218171358E-01 6.517428847E-05
 1.201478243E+00 2.261106670E-01 6.659396604E-05
 1.201478243E+00 2.304370403E-01 6.804072473E-05
 1.201478243E+00 2.347934842E-01 6.951516116E-05
 1.201478243E+00 2.391770035E-01 7.101787924E-05
 1.201478243E+00 2.435844094E-01 7.254948287E-05
 1.201478243E+00 2.480122745E-01 7.411059778E-05
 1.201478243E+00 2.524569631E-01 7.570186426E-05
 1.201478243E+00 2.569147646E-01 7.732391532E-05
 1.201478243E+00 2.613816559E-01 7.897742034E-05
 1.201478243E+00 2.658535838E-01 8.066305600E-05
 1.201478243E+00 2.703262269E-01 8.238149894E-05
 1.201478243E+00 2.747953236E-01 8.413345495E-05
 1.201478243E+00 2.792564034E-01 8.591963706E-05
 1.201478243E+00 2.837050557E-01 8.774075832E-05
 1.201478243E+00 2.881367803E-01 8.959758270E-05
 1.201478243E+00 2.925470769E-01 9.149084508E-05
 1.201478243E+00 2.969315946E-01 9.342132398E-05
 1.201478243E+00 3.012859523E-01 9.538980521E-05
 1.201478243E+00 3.056059480E-01 9.739708912E-05
 1.201478243E+00 3.098874986E-01 9.944399062E-05
 1.201478243E+00 3.141267598E-01 1.015313392E-04
 1.201478243E+00 3.183200061E-01 1.036599933E-04
 1.201478243E+00 3.224638402E-01 1.058308117E-04
 1.201478243E+00 3.265550137E-01 1.080446746E-04
 1.201478243E+00 3.305906653E-01 1.103024915E-04
 1.201478243E+00 3.345680833E-01 1.126051793E-04
 1.201478243E+00 3.384850621E-01 1.149536620E-04
 1.201478243E+00 3.423394561E-01 1.173489145E-04
 1.201478243E+00 3.461296856E-01 1.197918973E-04
 1.201478243E+00 3.498543203E-01 1.222835999E-04
 1.201478243E+00 3.535122871E-01 1.248250628E-04
 1.201478243E+00 3.571028113E-01 1.274172828E-04
 1.201478243E+00 3.606253564E-01 1.300613367E-04
 1.201478243E+00 3.640798330E-01 1.327583013E-04
 1.201478243E+00 3.674662411E-01 1.355092681E-04
 1.201478243E+00 3.707849085E-01 1.383153576E-04
 1.201478243E+00 3.740363419E-01 1.411777048E-04
 1.201478362E+00 3.772213757E-01 1.440974738E-04
 1.201478362E+00 3.803408444E-01 1.470758725E-04
 1.201478362E+00 3.833959401E-01 1.501140796E-04
 1.201478362E+00 3.863878846E-01 1.532133610E-04
 1.201478362E+00 3.893181086E-01 1.563749538E-04
 1.201478362E+00 3.921881020E-01 1.596001675E-04
 1.201478362E+00 3.949994445E-01 1.628902974E-04
 1.201478362E+00 3.977538943E-01 1.662466966E-04
 1.201478362E+00 4.004530609E-01 1.696707041E-04
 1.201478362E+00 4.030988812E-01 1.731637312E-04
 1.201478362E+00 4.056930542E-01 1.767272042E-04
 1.201478362E+00 4.082374573E-01 1.803625637E-04
 1.201478362E+00 4.107339978E-01 1.840712794E-04
 1.201478362E+00 4.131844044E-01 1.878548792E-04
 1.201478362E+00 4.155906737E-01 1.917148911E-04
 1.201478362E+00 4.179544151E-01 1.956528868E-04
 1.201478362E+00 4.202776253E-01 1.996704668E-04
 1.201478362E+00 4.225619137E-01 2.037692757E-04
 1.201478362E+00 4.248090982E-01 2.079509577E-04
 1.201478362E+00 4.270207882E-01 2.122172300E-04
 1.201478362E+00 4.291986823E-01 2.165698388E-04
 1.201478362E+00 4.313443601E-01 2.210105304E-04
 1.201478362E+00 4.334592819E-01 2.255411237E-04
 1.201478362E+00 4.355450869E-01 2.301634668E-04
 1.201478362E+00 4.376031160E-01 2.348794369E-04
 1.201478362E+00 4.396347404E-01 2.396909404E-04
 1.201478362E+00 4.416413903E-01 2.445999417E-04
 1.201478362E+00 4.436242580E-01 2.496084489E-04
 1.201478362E+00 4.455846250E-01 2.547184704E-04
 1.201478362E+00 4.475236237E-01 2.599321306E-04
 1.201478362E+00 4.494423866E-01 2.652514959E-04
 1.201478362E+00 4.513420463E-01 2.706787782E-04
 1.201478362E+00 4.532236159E-01 2.762161603E-04
 1.201478362E+00 4.550880492E-01 2.818659123E-04
 1.201478362E+00 4.569362700E-01 2.876303042E-04
 1.201478362E+00 4.587692022E-01 2.935116936E-04
 1.201478362E+00 4.605876803E-01 2.995124669E-04
 1.201478362E+00 4.623925388E-01 3.056350979E-04
 1.201478362E+00 4.641844928E-01 3.118820314E-04
 1.201478362E+00 4.659642577E-01 3.182558285E-04
 1.201478362E+00 4.677326381E-01 3.247591085E-04
 1.201478362E+00 4.694901705E-01 3.313944617E-04
 1.201478362E+00 4.712374806E-01 3.381646238E-04
 1.201478362E+00 4.729752541E-01 3.450723598E-04
 1.201478362E+00 4.747039378E-01 3.521204344E-04
 1.201478362E+00 4.764240682E-01 3.593117581E-04
 1.201478362E+00 4.781362414E-01 3.666492412E-04
 1.201478362E+00 4.798407853E-01 3.741358523E-04
 1.201478362E+00 4.815382361E-01 3.817746765E-04
 1.201478362E+00 4.832290411E-01 3.895687696E-04
 1.201478362E+00 4.849135280E-01 3.975213331E-04
 1.201478362E+00 4.865920544E-01 4.056355974E-04
 1.201478362E+00 4.882650077E-01 4.139148805E-04
 1.201478362E+00 4.899327755E-01 4.223625001E-04
 1.201478362E+00 4.915955961E-01 4.309819487E-04
 1.201478362E+00 4.932537973E-01 4.397767188E-04
 1.201478362E+00 4.949076176E-01 4.487503611E-04
 1.201478362E+00 4.965573549E-01 4.579065426E-04
 1.201478362E+00 4.982032478E-01 4.672489886E-04
 1.201478362E+00 4.998455048E-01 4.767814826E-04
 1.201478362E+00 5.014843941E-01 4.865079245E-04
 1.201478362E+00 5.031201243E-01 4.964323016E-04
 1.201478362E+00 5.047528148E-01 5.065585719E-04
 1.201478362E+00 5.063827038E-01 5.168908974E-04
 1.201478362E+00 5.080099106E-01 5.274334690E-04
 1.201478362E+00 5.096347332E-01 5.381905939E-04
 1.201478362E+00 5.112571716E-01 5.491666379E-04
 1.201478362E+00 5.128774047E-01 5.603660829E-04
 1.201478362E+00 5.144956112E-01 5.717934691E-04
 1.201478362E+00 5.161119103E-01 5.834534531E-04
 1.201478362E+00 5.177263618E-01 5.953507498E-04
 1.201478362E+00 5.193391442E-01 6.074902485E-04
 1.201478362E+00 5.209503174E-01 6.198768388E-04
 1.201478362E+00 5.225600004E-01 6.325155264E-04
 1.201478362E+00 5.241683125E-01 6.454115501E-04
 1.201478362E+00 5.257753134E-01 6.585700903E-04
 1.201478362E+00 5.273811817E-01 6.719965604E-04
 1.201478362E+00 5.289857984E-01 6.856963155E-04
 1.201478362E+00 5.305893421E-01 6.996750599E-04
 1.201478362E+00 5.321919322E-01 7.139383815E-04
 1.201478481E+00 5.337936282E-01 7.284921012E-04
 1.201478481E+00 5.353944302E-01 7.433421561E-04
 1.201478481E+00 5.369944572E-01 7.584945997E-04
 1.201478481E+00 5.385937691E-01 7.739555440E-04
 1.201478481E+00 5.401923656E-01 7.897313335E-04
 1.201478481E+00 5.417903066E-01 8.058283711E-04
 1.201478481E+00 5.433877707E-01 8.222531760E-04
 1.201478481E+00 5.449846983E-01 8.390124422E-04
 1.201478481E+00 5.465812087E-01 8.561130380E-04
 1.201478481E+00 5.481772423E-01 8.735618321E-04
 1.201478481E+00 5.497729182E-01 8.913659840E-04
 1.201478481E+00 5.513683558E-01 9.095327114E-04
 1.201478481E+00 5.529635549E-01 9.280694067E-04
 1.201478481E+00 5.545585155E-01 9.469836368E-04
 1.201478481E+00 5.561533570E-01 9.662830271E-04
 1.201478481E+00 5.577480793E-01 9.859754937E-04
 1.201478481E+00 5.593427420E-01 1.006069011E-03
 1.201478481E+00 5.609374046E-01 1.026571845E-03
 1.201478481E+00 5.625321865E-01 1.047492144E-03
 1.201478481E+00 5.641270280E-01 1.068838639E-03
 1.201478481E+00 5.657220483E-01 1.090619829E-03
 1.201478481E+00 5.673173070E-01 1.112844679E-03
 1.201478481E+00 5.689128637E-01 1.135522267E-03
 1.201478481E+00 5.705087781E-01 1.158661675E-03
 1.201478481E+00 5.721051097E-01 1.182272448E-03
 1.201478481E+00 5.737019181E-01 1.206364017E-03
 1.201478481E+00 5.752992630E-01 1.230946393E-03
 1.201478481E+00 5.768972635E-01 1.256029471E-03
 1.201478481E+00 5.784960389E-01 1.281623496E-03
 1.201478601E+00 5.800955296E-01 1.307738828E-03
 1.201478601E+00 5.816958547E-01 1.334386063E-03
 1.201478601E+00 5.832972527E-01 1.361576142E-03
 1.201478601E+00 5.848996639E-01 1.389320125E-03
 1.201478601E+00 5.865030885E-01 1.417629072E-03
 1.201478601E+00 5.881078839E-01 1.446514856E-03
 1.201478601E+00 5.897139907E-01 1.475988887E-03
 1.201478601E+00 5.913215876E-01 1.506063389E-03
 1.201478601E+00 5.929307342E-01 1.536750467E-03
 1.201478601E+00 5.945415497E-01 1.568062697E-03
 1.201478601E+00 5.961542130E-01 1.600012765E-03
 1.201478601E+00 5.977688432E-01 1.632613712E-03
 1.201478601E+00 5.993855596E-01 1.665878692E-03
 1.201478601E+00 6.010044217E-01 1.699821325E-03
 1.201478601E+00 6.026257277E-01 1.734455349E-03
 1.201478601E+00 6.042495966E-01 1.769794966E-03
 1.201478601E+00 6.058761477E-01 1.805854496E-03
 1.201478601E+00 6.075055599E-01 1.842648489E-03
 1.201478720E+00 6.091381311E-01 1.880192081E-03
 1.201478720E+00 6.107738614E-01 1.918500522E-03
 1.201478720E+00 6.124130487E-01 1.957589295E-03
 1.201478720E+00 6.140559316E-01 1.997474348E-03
 1.201478720E+00 6.157026887E-01 2.038171981E-03
 1.201478720E+00 6.173534989E-01 2.079698723E-03
 1.201478720E+00 6.190087199E-01 2.122071339E-03
 1.201478720E+00 6.206684709E-01 2.165307058E-03
 1.201478720E+00 6.223331094E-01 2.209423808E-03
 1.201478720E+00 6.240028739E-01 2.254439052E-03
 1.201478720E+00 6.256780028E-01 2.300371416E-03
 1.201478720E+00 6.273587942E-01 2.347239526E-03
 1.201478720E+00 6.290456653E-01 2.395062475E-03
 1.201478839E+00 6.307387352E-01 2.443859586E-03
 1.201478839E+00 6.324386001E-01 2.493650885E-03
 1.201478839E+00 6.341453791E-01 2.544456394E-03
 1.201478839E+00 6.358594894E-01 2.596297069E-03
 1.201478839E+00 6.375813484E-01 2.649193862E-03
 1.201478839E+00 6.393113732E-01 2.703167964E-03
 1.201478839E+00 6.410498619E-01 2.758241957E-03
 1.201478839E+00 6.427972913E-01 2.814437728E-03
 1.201478839E+00 6.445540786E-01 2.871778561E-03
 1.201478839E+00 6.463207006E-01 2.930287272E-03
 1.201478839E+00 6.480976939E-01 2.989988076E-03
 1.201478958E+00 6.498854160E-01 3.050905187E-03
 1.201478958E+00 6.516844630E-01 3.113063052E-03
 1.201478958E+00 6.534953117E-01 3.176487517E-03
 1.201478958E+00 6.553184986E-01 3.241203958E-03
 1.201478958E+00 6.571546197E-01 3.307238920E-03
 1.201478958E+00 6.590041518E-01 3.374618944E-03
 1.201478958E+00 6.608678699E-01 3.443371970E-03
 1.201478958E+00 6.627462506E-01 3.513525473E-03
 1.201479077E+00 6.646400690E-01 3.585108090E-03
 1.201479077E+00 6.665497422E-01 3.658149159E-03
 1.201479077E+00 6.684761047E-01 3.732678248E-03
 1.201479077E+00 6.704198718E-01 3.808725858E-03
 1.201479077E+00 6.723816991E-01 3.886322491E-03
 1.201479077E+00 6.743623614E-01 3.965499811E-03
 1.201479077E+00 6.763626337E-01 4.046290647E-03
 1.201479077E+00 6.783831716E-01 4.128727131E-03
 1.201479197E+00 6.804248095E-01 4.212843254E-03
 1.201479197E+00 6.824885011E-01 4.298672546E-03
 1.201479197E+00 6.845749021E-01 4.386250861E-03
 1.201479197E+00 6.866849661E-01 4.475613125E-03
 1.201479197E+00 6.888195872E-01 4.566796124E-03
 1.201479197E+00 6.909796000E-01 4.659837112E-03
 1.201479316E+00 6.931660175E-01 4.754772875E-03
 1.201479316E+00 6.953794956E-01 4.851642996E-03
 1.201479316E+00 6.976214051E-01 4.950487055E-03
 1.201479316E+00 6.998924017E-01 5.051344167E-03
 1.201479316E+00 7.021935582E-01 5.154256243E-03
 1.201479316E+00 7.045260072E-01 5.259265192E-03
 1.201479435E+00 7.068905234E-01 5.366413388E-03
 1.201479435E+00 7.092883587E-01 5.475744139E-03
 1.201479435E+00 7.117204666E-01 5.587302614E-03
 1.201479435E+00 7.141880393E-01 5.701133516E-03
 1.201479435E+00 7.166920304E-01 5.817283876E-03
 1.201479554E+00 7.192336321E-01 5.935800262E-03
 1.201479554E+00 7.218139768E-01 6.056731101E-03
 1.201479554E+00 7.244340777E-01 6.180125754E-03
 1.201479554E+00 7.270952463E-01 6.306034513E-03
 1.201479554E+00 7.297985554E-01 6.434508134E-03
 1.201479673E+00 7.325450778E-01 6.565599237E-03
 1.201479673E+00 7.353361249E-01 6.699360907E-03
 1.201479673E+00 7.381727695E-01 6.835847627E-03
 1.201479673E+00 7.410563231E-01 6.975115277E-03
 1.201479793E+00 7.439878583E-01 7.117220201E-03
 1.201479793E+00 7.469685078E-01 7.262219675E-03
 1.201479793E+00 7.499995828E-01 7.410173770E-03
 1.201479793E+00 7.530822158E-01 7.561142091E-03
 1.201479912E+00 7.562174797E-01 7.715185639E-03
 1.201479912E+00 7.594066262E-01 7.872368209E-03
 1.201479912E+00 7.626507282E-01 8.032752201E-03
 1.201480031E+00 7.659508586E-01 8.196404204E-03
 1.201480031E+00 7.693080902E-01 8.363390341E-03
 1.201480031E+00 7.727234364E-01 8.533777669E-03
 1.201480031E+00 7.761979699E-01 8.707636967E-03
 1.201480150E+00 7.797325253E-01 8.885038085E-03
 1.201480150E+00 7.833280563E-01 9.066053666E-03
 1.201480150E+00 7.869853973E-01 9.250756353E-03
 1.201480269E+00 7.907052636E-01 9.439222515E-03
 1.201480269E+00 7.944881916E-01 9.631528519E-03
 1.201480269E+00 7.983348966E-01 9.827752598E-03
 1.201480389E+00 8.022456765E-01 1.002797298E-02
 1.201480389E+00 8.062209487E-01 1.023227349E-02
 1.201480389E+00 8.102606535E-01 1.044073608E-02
 1.201480508E+00 8.143650889E-01 1.065344550E-02
 1.201480508E+00 8.185337186E-01 1.087048836E-02
 1.201480627E+00 8.227663636E-01 1.109195314E-02
 1.201480627E+00 8.270622492E-01 1.131793018E-02
 1.201480627E+00 8.314205408E-01 1.154851075E-02
 1.201480746E+00 8.358400464E-01 1.178378891E-02
 1.201480746E+00 8.403190970E-01 1.202385966E-02
 1.201480865E+00 8.448557854E-01 1.226882264E-02
 1.201480865E+00 8.494477868E-01 1.251877565E-02
 1.201480985E+00 8.540924191E-01 1.277382020E-02
 1.201480985E+00 8.587861657E-01 1.303406153E-02
 1.201480985E+00 8.635252714E-01 1.329960488E-02
 1.201481104E+00 8.683050275E-01 1.357055828E-02
 1.201481104E+00 8.731200695E-01 1.384703070E-02
 1.201481223E+00 8.779645562E-01 1.412913669E-02
 1.201481223E+00 8.828311563E-01 1.441698987E-02
 1.201481342E+00 8.877120018E-01 1.471070759E-02
 1.201481342E+00 8.925975561E-01 1.501040813E-02
 1.201481462E+00 8.974776268E-01 1.531621534E-02
 1.201481581E+00 9.023398757E-01 1.562825218E-02
